,$\alpha{-}cells$,$\beta{-}cells$,$\delta{-}cells$,Acinar cells,Ductal cells,PP cells,Stellate cells
CPI-SC08A98E7D4Ductal cells,0,0,0,1,1,1,1
CPI-SC0FBFA176BDuctal cells,0,0,0,1,1,1,1
CPI-SC083EDDA21Ductal cells,0,0,0,1,1,1,1
CPI-SC03DD752ABDuctal cells,0,0,0,1,1,1,1
CPI-SC06873D10FDuctal cells,0,0,0,1,1,1,1
CPI-SC09DE07794Ductal cells,0,0,0,1,1,1,1
CPI-SC0D870AE49Ductal cells,0,0,0,1,1,1,1
CPI-SC03C093767Ductal cells,0,0,0,1,1,1,1
CPI-SC0CA7B34A5Ductal cells,0,0,0,1,1,0,1
CPI-SC058845C44Ductal cells,0,0,0,1,1,1,1
CPI-SC08D8A859FDuctal cells,0,0,0,1,1,1,1
CPI-SC05B6D413BDuctal cells,0,0,0,0,0,1,1
CPI-SC0F590482EDuctal cells,0,0,0,0,0,1,1
CPI-SC06E5E0C83Ductal cells,0,0,0,0,0,1,1
CPI-SC040B3EFBCDuctal cells,0,0,0,0,0,1,1
CPI-SC01115AAD1Ductal cells,0,0,0,0,0,1,1
CPI-SC07FB88720Ductal cells,0,0,0,0,0,1,1
CPI-SC091173D82Ductal cells,0,0,0,0,0,1,1
CPI-SC08AA91C84Ductal cells,0,0,0,0,0,1,1
CPI-SC035953E6BDuctal cells,0,0,0,0,0,1,1
CPI-SC05992FDC8Ductal cells,0,0,0,0,0,1,1
CPI-SC02AE206BEDuctal cells,0,0,0,0,0,1,1
CPI-SC08BF895FCDuctal cells,0,0,0,0,0,1,1
CPI-SC02F06FF62Ductal cells,0,0,0,0,0,1,1
CPI-SC09FDA4F45Ductal cells,0,0,0,0,0,1,1
CPI-SC0CBC30AB7Ductal cells,0,0,0,0,0,0,1
CPI-SC02E74AFA5Ductal cells,0,0,0,0,0,0,1
CPI-SC0092846B0Ductal cells,0,0,0,0,0,0,1
CPI-SC0681D30FEDuctal cells,0,0,0,0,0,0,1
CPI-SC03D71E025Ductal cells,0,0,0,0,0,0,1
CPI-SC041DEF0FBDuctal cells,0,0,0,0,0,0,1
CPI-SC0BCD683D4Ductal cells,0,0,0,0,0,0,1
CPI-SC0DF986F22Ductal cells,0,0,0,0,0,0,1
CPI-SC08CC68F11Ductal cells,0,0,0,0,0,0,1
CPI-SC05F111D21Ductal cells,0,0,0,0,0,0,1
CPI-SC0ECFACED2Ductal cells,0,0,0,0,0,0,1
CPI-SC0DF641DAADuctal cells,0,0,0,0,0,0,1
CPI-SC07375C073Ductal cells,0,0,0,0,0,0,1
CPI-SC0D7F33CFBDuctal cells,0,0,0,0,0,0,1
CPI-SC006E22794Ductal cells,0,0,0,0,0,0,1
CPI-SC0674C647EDuctal cells,0,0,0,0,0,0,1
CPI-SC0D2BDC009Ductal cells,0,0,0,0,0,0,1
CPI-SC00756BB93Ductal cells,0,0,0,0,0,0,1
CPI-SC06525B099Ductal cells,0,0,0,0,0,0,1
CPI-SC0247E9ADBDuctal cells,0,0,0,0,0,0,1
CPI-SC0E1037D03Ductal cells,0,0,0,0,0,0,1
CPI-SC0F8101D41Ductal cells,0,0,0,0,0,0,1
CPI-SC067EE23E1Ductal cells,0,0,0,0,0,0,1
CPI-SC0082A7233Ductal cells,0,0,0,0,0,0,1
CPI-SC0A3F146C2Ductal cells,0,0,0,0,0,0,1
CPI-SC00C0800EBDuctal cells,0,0,0,0,0,0,1
CPI-SC0545E2502Ductal cells,0,0,0,0,0,0,1
CPI-SC0F516B854Ductal cells,0,0,0,0,0,0,1
CPI-SC04085F9F9Ductal cells,0,0,0,0,0,0,1
CPI-SC0EFCE145FDuctal cells,0,0,0,0,0,0,1
CPI-SC02B111AB0Ductal cells,0,0,0,0,0,0,1
CPI-SS0F9D53834Ductal cells,0,0,0,0,0,0,1
CPI-SS0ACD487F0PP cells,1,1,0,0,0,1,0
CPI-SC0F4BC2909PP cells,1,0,0,0,0,1,1
CPI-SC0F590482EPP cells,1,1,0,0,0,1,1
CPI-SC06525B099PP cells,1,1,1,0,1,1,1
CPI-SC0247E9ADBPP cells,1,1,1,0,1,1,1
CPI-SS0B537DD3FPP cells,1,0,1,0,0,0,0
CPI-SC08AA91C84PP cells,1,0,0,0,0,1,1
CPI-SC0F8101D41PP cells,1,1,0,0,0,0,1
CPI-SC067EE23E1PP cells,1,1,1,1,1,1,1
CPI-SC0247375A7PP cells,1,1,1,0,0,1,1
CPI-SC0A54B5323PP cells,1,1,1,0,1,1,1
CPI-SS0AD0ED887PP cells,1,0,1,1,1,0,0
CPI-SS027E12A36PP cells,1,0,0,0,1,0,1
CPI-SC0CE851065PP cells,1,1,1,1,1,1,1
CPI-SC09FDA4F45PP cells,1,1,1,1,1,1,1
CPI-SC04085F9F9PP cells,1,1,1,0,1,1,1
CPI-SC0A199B69EPP cells,1,1,0,1,0,0,1
CPI-SC02B111AB0PP cells,1,1,1,1,1,1,1
CPI-SC04936738APP cells,1,1,0,0,0,0,1
CPI-SC0A2FE9693PP cells,1,1,1,0,1,1,1
CPI-SC0BA1D5E00PP cells,1,1,0,0,0,0,1
CPI-SS06D13FCD3PP cells,1,0,0,1,1,1,0
CPI-SC0B9199C7FPP cells,1,1,1,0,1,1,1
CPI-SC06B4C6DD5PP cells,1,1,1,1,0,1,1
CPI-SC070D5A96FPP cells,1,1,1,1,0,1,1
CPI-SS0F9D53834PP cells,1,1,1,1,0,1,1
CPI-SC0847A64D2PP cells,1,0,0,0,1,0,1
CPI-SC08D8A859FPP cells,1,1,1,1,1,1,1
CPI-SC0EEF3A379PP cells,1,1,1,1,1,1,1
CPI-SS0C9696AAAPP cells,0,1,1,0,0,0,0
CPI-SC0F74C069FPP cells,0,1,0,0,0,0,1
CPI-SS0B990492CPP cells,0,1,0,0,0,0,0
CPI-SC0725E3A76PP cells,0,1,0,0,0,0,1
CPI-SS0889E281DPP cells,0,1,1,0,0,0,0
CPI-SS03859E16FPP cells,0,1,1,1,0,0,1
CPI-SS087B53ABFPP cells,0,1,1,0,0,1,1
CPI-SC096929DB0PP cells,0,1,0,1,1,1,1
CPI-SC0EC380922PP cells,0,0,1,0,0,0,1
CPI-SC0E1037D03PP cells,0,0,1,0,0,0,1
CPI-SC06364D669PP cells,0,0,1,0,0,0,0
CPI-SC08226CD3BPP cells,0,0,1,1,1,1,1
CPI-SC0BC542ACCPP cells,0,0,1,0,0,0,1
CPI-SS080611C5BPP cells,0,0,1,0,0,0,0
CPI-SC0E3784FFBPP cells,0,0,1,1,1,1,1
CPI-SS0322747C2PP cells,0,0,0,1,1,0,0
CPI-SC0814068D9PP cells,0,0,0,1,1,1,1
CPI-SC0592EC3D0PP cells,0,0,0,1,1,0,1
CPI-SC0E60FEE99PP cells,0,0,0,1,1,0,0
CPI-SC08B2AD7C6PP cells,0,0,0,1,1,0,1
CPI-SS0A2D7895CPP cells,0,0,0,1,1,0,0
CPI-SS08B94BEB2PP cells,0,0,0,1,1,1,0
CPI-SC039D075C6PP cells,0,0,0,1,1,1,1
CPI-SC04AED00CEPP cells,0,0,0,1,1,0,0
CPI-SS001BF66E8PP cells,0,0,0,1,1,0,0
CPI-SC05CCF815EPP cells,0,0,0,1,1,1,1
CPI-SC08F797F90PP cells,0,0,0,1,1,1,1
CPI-SC0CE6F5084PP cells,0,0,0,1,1,0,1
CPI-SC052A417CBPP cells,0,0,0,1,1,1,1
CPI-SC035134F18PP cells,0,0,0,1,1,1,1
CPI-SC0D9B795CCPP cells,0,0,0,1,1,0,1
CPI-SC0CCF30377PP cells,0,0,0,1,1,1,1
CPI-SC08A98E7D4PP cells,0,0,0,1,1,1,1
CPI-SC0FBFA176BPP cells,0,0,0,1,1,1,1
CPI-SC083EDDA21PP cells,0,0,0,1,1,1,1
CPI-SC03DD752ABPP cells,0,0,0,1,1,1,1
CPI-SC06873D10FPP cells,0,0,0,1,1,1,1
CPI-SC09DE07794PP cells,0,0,0,1,1,1,1
CPI-SC02392F4AFPP cells,0,0,0,1,1,1,1
CPI-SC0D870AE49PP cells,0,0,0,1,1,1,1
CPI-SC03C093767PP cells,0,0,0,1,1,1,1
CPI-SC04F2478E9PP cells,0,0,0,1,1,0,0
CPI-SC0CA7B34A5PP cells,0,0,0,1,1,1,1
CPI-SC058845C44PP cells,0,0,0,1,1,1,1
CPI-SC01FFC9392PP cells,0,0,0,1,1,1,1
CPI-SC058F72F90PP cells,0,0,0,0,1,0,1
CPI-SC05B6D413BPP cells,0,0,0,0,0,1,1
CPI-SC006E22794PP cells,0,0,0,0,0,1,1
CPI-SC0FF018913PP cells,0,0,0,0,0,1,1
CPI-SC06E5E0C83PP cells,0,0,0,0,0,1,1
CPI-SC040B3EFBCPP cells,0,0,0,0,0,1,1
CPI-SC0F8D27FBCPP cells,0,0,0,0,0,1,1
CPI-SC01115AAD1PP cells,0,0,0,0,0,1,1
CPI-SC07FB88720PP cells,0,0,0,0,0,1,1
CPI-SC091173D82PP cells,0,0,0,0,0,1,1
CPI-SC035953E6BPP cells,0,0,0,0,0,1,1
CPI-SC05992FDC8PP cells,0,0,0,0,0,1,1
CPI-SC0545E2502PP cells,0,0,0,0,0,1,1
CPI-SC0672FBD31PP cells,0,0,0,0,0,1,1
CPI-SC02AE206BEPP cells,0,0,0,0,0,1,1
CPI-SC08BF895FCPP cells,0,0,0,0,0,1,1
CPI-SC02F06FF62PP cells,0,0,0,0,0,1,1
CPI-SC0CBC30AB7PP cells,0,0,0,0,0,0,1
CPI-SC011F01833PP cells,0,0,0,0,0,0,1
CPI-SC03BFF1D95PP cells,0,0,0,0,0,0,1
CPI-SC02E74AFA5PP cells,0,0,0,0,0,0,1
CPI-SC0092846B0PP cells,0,0,0,0,0,0,1
CPI-SC08E75294DPP cells,0,0,0,0,0,0,1
CPI-SC069F9E62CPP cells,0,0,0,0,0,0,1
CPI-SC0681D30FEPP cells,0,0,0,0,0,0,1
CPI-SC03D71E025PP cells,0,0,0,0,0,0,1
CPI-SC041DEF0FBPP cells,0,0,0,0,0,0,1
CPI-SC0BCD683D4PP cells,0,0,0,0,0,0,1
CPI-SC0DF986F22PP cells,0,0,0,0,0,0,1
CPI-SC08CC68F11PP cells,0,0,0,0,0,0,1
CPI-SC05F111D21PP cells,0,0,0,0,0,0,1
CPI-SC0ECFACED2PP cells,0,0,0,0,0,0,1
CPI-SC0DF641DAAPP cells,0,0,0,0,0,0,1
CPI-SC0861656ECPP cells,0,0,0,0,0,0,1
CPI-SC07375C073PP cells,0,0,0,0,0,0,1
CPI-SC0D7F33CFBPP cells,0,0,0,0,0,0,1
CPI-SC0674C647EPP cells,0,0,0,0,0,0,1
CPI-SC0D2BDC009PP cells,0,0,0,0,0,0,1
CPI-SC00756BB93PP cells,0,0,0,0,0,0,1
CPI-SC008F4294FPP cells,0,0,0,0,0,0,1
CPI-SC0082A7233PP cells,0,0,0,0,0,0,1
CPI-SC0A3F146C2PP cells,0,0,0,0,0,0,1
CPI-SC0A0532ADCPP cells,0,0,0,0,0,0,1
CPI-SC00C0800EBPP cells,0,0,0,0,0,0,1
CPI-SC0F516B854PP cells,0,0,0,0,0,0,1
CPI-SC0A58E6695PP cells,0,0,0,0,0,0,1
CPI-SC044E3F9B6PP cells,0,0,0,0,0,0,1
CPI-SC0B6F1A278PP cells,0,0,0,0,0,0,1
CPI-SC01195CB48PP cells,0,0,0,0,0,0,1
CPI-SC090855C8EPP cells,0,0,0,0,0,0,1
CPI-SC0CFF5E19DPP cells,0,0,0,0,0,0,1
CPI-SC0EFCE145FPP cells,0,0,0,0,0,0,1
CPI-SC05D8C0EF5PP cells,0,0,0,0,0,0,1
CPI-SC092C3E4DFPP cells,0,0,0,0,0,0,1
CPI-SC0D19BAF15PP cells,0,0,0,0,0,0,1
CPI-SC0BD4C290FStellate cells,1,1,0,1,0,1,1
CPI-SC07E958BDEStellate cells,1,1,1,0,1,1,1
CPI-SC05B2AA866Stellate cells,1,1,1,0,1,1,1
CPI-SC060984F83Stellate cells,1,1,1,0,1,1,1
CPI-SC0A8902C85Stellate cells,1,1,1,0,1,1,1
CPI-SC0E2D0DC4BStellate cells,1,1,1,0,1,1,1
CPI-SS06A999D25Stellate cells,1,0,0,0,0,0,0
CPI-SC02131C05AStellate cells,1,1,1,1,1,1,1
CPI-SC015980AEBStellate cells,1,1,1,1,1,1,1
CPI-SC067433F6BStellate cells,1,1,1,1,1,1,1
CPI-SC0F300DE24Stellate cells,1,1,1,1,1,1,1
CPI-SC0E0C50FCAStellate cells,1,1,1,1,1,1,1
CPI-SC0FC645961Stellate cells,1,1,1,1,1,1,1
CPI-SC054484F7BStellate cells,1,1,1,1,1,1,1
CPI-SC004A436C5Stellate cells,1,1,1,1,1,1,1
CPI-SC0DAD29856Stellate cells,1,1,1,1,1,1,1
CPI-SC0BC63F8C0Stellate cells,1,1,1,1,1,1,1
CPI-SC08B1D5269Stellate cells,1,1,1,1,1,1,1
CPI-SC0EAF80261Stellate cells,1,0,0,0,0,1,1
CPI-SC011F01833Stellate cells,1,1,1,1,1,1,1
CPI-SC03BFF1D95Stellate cells,1,1,1,0,1,1,1
CPI-SC02E74AFA5Stellate cells,1,1,1,0,1,1,1
CPI-SC0092846B0Stellate cells,1,1,1,0,1,1,1
CPI-SC08E75294DStellate cells,1,1,1,1,1,1,1
CPI-SC0681D30FEStellate cells,1,1,1,0,1,1,1
CPI-SC03D71E025Stellate cells,1,1,1,0,1,1,1
CPI-SC041DEF0FBStellate cells,1,1,1,1,1,1,1
CPI-SC0014D5A6EStellate cells,1,1,1,0,1,1,1
CPI-SC0DF986F22Stellate cells,1,1,1,0,1,1,1
CPI-SC08CC68F11Stellate cells,1,1,1,0,1,1,1
CPI-SC053BBE2B1Stellate cells,1,1,1,1,1,1,1
CPI-SC0ECFACED2Stellate cells,1,1,1,0,1,1,1
CPI-SC0DF641DAAStellate cells,1,1,1,0,1,1,1
CPI-SC0861656ECStellate cells,1,1,1,0,1,1,1
CPI-SC07375C073Stellate cells,1,1,1,1,1,1,1
CPI-SC0F4BC2909Stellate cells,1,1,1,1,1,1,1
CPI-SC0F94B2CF9Stellate cells,1,1,1,1,1,1,1
CPI-SC01E9FAC20Stellate cells,1,1,1,1,1,1,1
CPI-SC006E22794Stellate cells,1,1,1,1,1,1,1
CPI-SC0674C647EStellate cells,1,1,1,0,0,1,1
CPI-SC0814068D9Stellate cells,1,1,1,1,1,1,1
CPI-SC06E5E0C83Stellate cells,1,0,0,0,0,1,1
CPI-SC0F8D27FBCStellate cells,1,1,1,1,1,1,1
CPI-SC01115AAD1Stellate cells,1,0,0,0,0,1,1
CPI-SC0D2BDC009Stellate cells,1,1,1,0,1,1,1
CPI-SC07FB88720Stellate cells,1,0,0,0,0,1,1
CPI-SC0F73E9099Stellate cells,1,1,1,1,1,1,1
CPI-SC00756BB93Stellate cells,1,1,1,0,1,1,1
CPI-SS0B537DD3FStellate cells,1,0,1,0,0,0,0
CPI-SC0E1037D03Stellate cells,1,1,1,0,1,1,1
CPI-SC008F4294FStellate cells,1,1,1,1,1,1,1
CPI-SC0F8101D41Stellate cells,1,1,1,1,1,1,1
CPI-SC035953E6BStellate cells,1,1,1,1,1,1,1
CPI-SC0EA3FC100Stellate cells,1,1,1,1,1,1,1
CPI-SC05992FDC8Stellate cells,1,1,1,1,1,1,1
CPI-SC0A3F146C2Stellate cells,1,1,1,1,0,1,1
CPI-SC0F74C069FStellate cells,1,1,0,0,0,0,1
CPI-SC0A0532ADCStellate cells,1,1,1,0,1,1,1
CPI-SC03ADD2063Stellate cells,1,1,1,0,1,1,1
CPI-SC056BF6CBBStellate cells,1,1,1,1,1,1,1
CPI-SC0458F68A5Stellate cells,1,1,1,1,1,1,1
CPI-SC0F7E26271Stellate cells,1,1,1,0,1,1,1
CPI-SC0545E2502Stellate cells,1,1,1,1,1,1,1
CPI-SC0672FBD31Stellate cells,1,1,1,1,1,1,1
CPI-SC0F516B854Stellate cells,1,1,1,1,1,1,1
CPI-SC02017BE74Stellate cells,1,1,1,0,1,1,1
CPI-SC02AE206BEStellate cells,1,1,1,1,1,1,1
CPI-SC08BF895FCStellate cells,1,1,1,1,1,1,1
CPI-SC0A54B5323Stellate cells,1,1,1,0,1,1,1
CPI-SC01EA4FF6BStellate cells,1,1,1,1,1,1,1
CPI-SC0A58E6695Stellate cells,1,1,1,0,1,1,1
CPI-SC044E3F9B6Stellate cells,1,1,1,0,1,1,1
CPI-SC0755598EEStellate cells,1,1,1,0,1,1,1
CPI-SC04B0064C4Stellate cells,1,1,1,1,1,1,1
CPI-SC0B6F1A278Stellate cells,1,1,1,1,1,1,1
CPI-SC0E60FEE99Stellate cells,1,1,1,1,1,1,1
CPI-SC01195CB48Stellate cells,1,1,1,1,1,1,1
CPI-SC02F06FF62Stellate cells,1,1,1,1,1,1,1
CPI-SC07222A428Stellate cells,1,1,1,1,1,1,1
CPI-SC0017F527EStellate cells,1,1,1,1,1,1,1
CPI-SS0AD0ED887Stellate cells,1,0,0,1,1,0,0
CPI-SC0FA79E269Stellate cells,1,1,1,1,1,1,1
CPI-SC0CE851065Stellate cells,1,1,1,1,1,1,1
CPI-SC0725E3A76Stellate cells,1,1,1,1,1,1,1
CPI-SC02BFEEC8AStellate cells,1,1,1,1,1,1,1
CPI-SC07ECBFCA7Stellate cells,1,1,1,1,1,1,1
CPI-SC090855C8EStellate cells,1,1,1,0,1,1,1
CPI-SC09FDA4F45Stellate cells,1,1,1,1,1,1,1
CPI-SC04085F9F9Stellate cells,1,1,1,0,1,1,1
CPI-SC0A199B69EStellate cells,1,1,1,1,1,1,1
CPI-SC0CFF5E19DStellate cells,1,1,1,0,1,1,1
CPI-SC0EFCE145FStellate cells,1,1,1,0,1,1,1
CPI-SC039D075C6Stellate cells,1,1,1,1,1,1,1
CPI-SC05D8C0EF5Stellate cells,1,1,0,0,0,0,1
CPI-SC02B111AB0Stellate cells,1,1,1,1,1,1,1
CPI-SC04936738AStellate cells,1,1,1,1,0,1,1
CPI-SC04AED00CEStellate cells,1,1,1,1,1,1,1
CPI-SC092C3E4DFStellate cells,1,1,1,1,1,1,1
CPI-SC06364D669Stellate cells,1,1,1,1,1,1,1
CPI-SC05CCF815EStellate cells,1,1,1,1,1,1,1
CPI-SC0D19BAF15Stellate cells,1,1,1,1,1,1,1
CPI-SC0A2FE9693Stellate cells,1,1,1,0,1,1,1
CPI-SC0BC542ACCStellate cells,1,1,1,1,1,1,1
CPI-SC0988E0218Stellate cells,1,1,1,0,1,1,1
CPI-SC0BA1D5E00Stellate cells,1,1,0,0,0,0,1
CPI-SS087B53ABFStellate cells,1,1,1,1,0,1,1
CPI-SC0B9199C7FStellate cells,1,1,1,0,1,1,1
CPI-SC035134F18Stellate cells,1,1,1,1,1,1,1
CPI-SC06B4C6DD5Stellate cells,1,1,0,0,0,0,1
CPI-SC0CCF30377Stellate cells,1,1,1,1,1,1,1
CPI-SC08A98E7D4Stellate cells,1,1,1,1,1,1,1
CPI-SC01AB9BED7Stellate cells,1,1,1,1,1,1,1
CPI-SC070D5A96FStellate cells,1,1,1,1,1,1,1
CPI-SC07BE7830DStellate cells,1,1,1,1,1,1,1
CPI-SS0F9D53834Stellate cells,1,1,1,1,1,1,1
CPI-SC02392F4AFStellate cells,1,1,1,1,1,1,1
CPI-SC0D870AE49Stellate cells,1,1,1,1,1,1,1
CPI-SC04F2478E9Stellate cells,1,1,1,1,1,1,1
CPI-SC0CA7B34A5Stellate cells,1,1,1,1,1,1,1
CPI-SC0847A64D2Stellate cells,1,1,1,1,1,1,1
CPI-SC058845C44Stellate cells,1,1,1,1,1,1,1
CPI-SC08D8A859FStellate cells,1,1,1,1,1,1,1
CPI-SC0E3784FFBStellate cells,1,1,1,1,1,1,1
CPI-SC01FFC9392Stellate cells,1,1,1,1,1,1,1
CPI-SC0EEF3A379Stellate cells,1,1,1,1,1,1,1
CPI-SC096929DB0Stellate cells,1,1,1,1,1,1,1
CPI-SS0C9696AAAStellate cells,0,1,1,0,0,0,0
CPI-SS0B990492CStellate cells,0,1,1,0,0,0,0
CPI-SS0889E281DStellate cells,0,1,1,0,0,0,0
CPI-SS03859E16FStellate cells,0,1,1,1,0,0,0
CPI-SC062D34C2AStellate cells,0,0,1,0,0,1,0
CPI-SC0A9EB628AStellate cells,0,0,1,0,0,1,1
CPI-SC03C093767Stellate cells,0,0,1,1,1,1,1
CPI-SS080611C5BStellate cells,0,0,1,0,0,0,0
CPI-SS0322747C2Stellate cells,0,0,0,1,1,0,0
CPI-SC0592EC3D0Stellate cells,0,0,0,1,1,0,1
CPI-SC08B2AD7C6Stellate cells,0,0,0,1,1,0,1
CPI-SC058F72F90Stellate cells,0,0,0,1,1,0,1
CPI-SS0A2D7895CStellate cells,0,0,0,1,1,0,0
CPI-SS08B94BEB2Stellate cells,0,0,0,1,1,1,0
CPI-SS001BF66E8Stellate cells,0,0,0,1,1,0,0
CPI-SC08F797F90Stellate cells,0,0,0,1,1,1,1
CPI-SC08226CD3BStellate cells,0,0,0,1,1,1,1
CPI-SC0CE6F5084Stellate cells,0,0,0,1,1,0,1
CPI-SS06D13FCD3Stellate cells,0,0,0,1,1,0,0
CPI-SC052A417CBStellate cells,0,0,0,1,1,1,1
CPI-SC0FBFA176BStellate cells,0,0,0,1,1,1,1
CPI-SC083EDDA21Stellate cells,0,0,0,1,1,1,1
CPI-SC03DD752ABStellate cells,0,0,0,1,1,1,1
CPI-SC06873D10FStellate cells,0,0,0,1,1,1,1
CPI-SC09DE07794Stellate cells,0,0,0,1,1,1,1
CPI-SC05B6D413BStellate cells,0,0,0,0,0,1,1
CPI-SC0F590482EStellate cells,0,0,0,0,0,1,1
CPI-SC0FF018913Stellate cells,0,0,0,0,0,1,1
CPI-SC040B3EFBCStellate cells,0,0,0,0,0,1,1
CPI-SC091173D82Stellate cells,0,0,0,0,0,1,1
CPI-SC08AA91C84Stellate cells,0,0,0,0,0,1,1
CPI-SC0CBC30AB7Stellate cells,0,0,0,0,0,0,1
CPI-SC069F9E62CStellate cells,0,0,0,0,0,0,1
CPI-SC0BCD683D4Stellate cells,0,0,0,0,0,0,1
CPI-SC05F111D21Stellate cells,0,0,0,0,0,0,1
CPI-SC0D7F33CFBStellate cells,0,0,0,0,0,0,1
CPI-SC0EC380922Stellate cells,0,0,0,0,0,0,1
CPI-SC06525B099Stellate cells,0,0,0,0,0,0,1
CPI-SC0247E9ADBStellate cells,0,0,0,0,0,0,1
CPI-SC067EE23E1Stellate cells,0,0,0,0,0,0,1
CPI-SC0082A7233Stellate cells,0,0,0,0,0,0,1
CPI-SC00C0800EBStellate cells,0,0,0,0,0,0,1
CPI-SC0247375A7Stellate cells,0,0,0,0,0,0,1
