,$\alpha{-}cells$,$\beta{-}cells$,$\delta{-}cells$,Acinar cells,Ductal cells,PP cells,Stellate cells
CPI-SC0458F68A5Acinar cells,0,0,0,0,1,0,1
CPI-SC0B6F1A278Acinar cells,0,0,0,0,1,0,1
CPI-SC01195CB48Acinar cells,0,0,0,0,1,0,1
CPI-SC04936738AAcinar cells,0,0,0,0,1,0,1
CPI-SC0BC542ACCAcinar cells,0,0,0,0,1,0,1
CPI-SC0ED0520DDDuctal cells,0,0,0,0,1,0,0
CPI-SC062D34C2ADuctal cells,0,0,0,0,1,0,0
CPI-SC0A9EB628ADuctal cells,0,0,0,0,1,0,0
CPI-SC0014D5A6EDuctal cells,0,0,0,0,1,0,1
CPI-SC0F94B2CF9Ductal cells,0,0,0,0,1,0,1
CPI-SC01E9FAC20Ductal cells,0,0,0,0,1,0,1
CPI-SC0EA3FC100Ductal cells,0,0,0,0,1,0,1
CPI-SC0A0532ADCDuctal cells,0,0,0,0,1,0,1
CPI-SC03ADD2063Ductal cells,0,0,0,0,1,0,1
CPI-SC056BF6CBBDuctal cells,0,0,0,0,1,0,1
CPI-SC0458F68A5Ductal cells,0,0,0,0,1,0,1
CPI-SC0A58E6695Ductal cells,0,0,0,0,1,0,1
CPI-SC044E3F9B6Ductal cells,0,0,0,0,1,0,1
CPI-SC0B6F1A278Ductal cells,0,0,0,0,1,0,1
CPI-SC01195CB48Ductal cells,0,0,0,0,1,0,1
CPI-SC0017F527EDuctal cells,0,0,0,0,1,0,1
CPI-SC0BC542ACCDuctal cells,0,0,0,0,1,0,1
CPI-SC0ED0520DDPP cells,0,0,0,0,1,0,0
CPI-SC0EAF80261PP cells,0,0,0,0,1,0,1
CPI-SC062D34C2APP cells,0,0,0,0,1,0,1
CPI-SC0A9EB628APP cells,0,0,0,0,1,0,1
CPI-SC069F9E62CPP cells,0,0,0,0,1,0,0
CPI-SC0014D5A6EPP cells,0,0,0,0,1,0,1
CPI-SC053BBE2B1PP cells,0,0,0,0,1,0,1
CPI-SC0F94B2CF9PP cells,0,0,0,0,1,0,1
CPI-SC01E9FAC20PP cells,0,0,0,0,1,0,1
CPI-SC0A0532ADCPP cells,0,0,0,0,1,0,1
CPI-SC0A58E6695PP cells,0,0,0,0,1,0,1
CPI-SC044E3F9B6PP cells,0,0,0,0,1,0,1
CPI-SC0B6F1A278PP cells,0,0,0,0,1,0,1
CPI-SC01195CB48PP cells,0,0,0,0,1,0,1
CPI-SC05D8C0EF5PP cells,0,0,0,0,1,0,0
CPI-SC04936738APP cells,0,0,0,0,1,0,1
CPI-SC04AED00CEPP cells,0,0,0,0,1,0,1
CPI-SC0ED0520DDStellate cells,0,0,0,0,1,0,0
CPI-SC0EAF80261Stellate cells,0,0,0,0,1,0,1
CPI-SC062D34C2AStellate cells,0,0,0,0,1,0,0
CPI-SC0A9EB628AStellate cells,0,0,0,0,1,0,1
CPI-SC0014D5A6EStellate cells,0,0,0,0,1,0,1
CPI-SC053BBE2B1Stellate cells,0,0,0,0,1,0,1
CPI-SC0F94B2CF9Stellate cells,0,0,0,0,1,0,1
CPI-SC01E9FAC20Stellate cells,0,0,0,0,1,0,1
CPI-SC056BF6CBBStellate cells,0,0,0,0,1,0,1
CPI-SS03859E16FStellate cells,0,0,0,0,1,1,0
CPI-SC04AED00CEStellate cells,0,0,0,0,1,0,1
CPI-SS06D13FCD3Stellate cells,0,0,0,0,1,0,0
CPI-SC0F8101D41$\alpha{-}cells$,0,0,0,0,0,1,1
CPI-SC08D8A859F$\alpha{-}cells$,0,0,0,0,0,1,1
CPI-SC0F590482E$\beta{-}cells$,0,0,0,0,0,1,0
CPI-SC09FDA4F45$\beta{-}cells$,0,0,0,0,0,1,1
CPI-SC08D8A859F$\beta{-}cells$,0,0,0,0,0,1,1
CPI-SC09FDA4F45$\delta{-}cells$,0,0,0,0,0,1,1
CPI-SC08226CD3B$\delta{-}cells$,0,0,0,0,0,1,0
CPI-SC08D8A859F$\delta{-}cells$,0,0,0,0,0,1,1
CPI-SC09FDA4F45Acinar cells,0,0,0,0,0,1,1
CPI-SC0A199B69EAcinar cells,0,0,0,0,0,1,1
CPI-SC070D5A96FAcinar cells,0,0,0,0,0,1,1
CPI-SS0F9D53834Acinar cells,0,0,0,0,0,1,1
CPI-SC067EE23E1Ductal cells,0,0,0,0,0,1,0
CPI-SC09FDA4F45Ductal cells,0,0,0,0,0,1,1
CPI-SC0BD4C290F$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC07E958BDE$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC05B2AA866$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC060984F83$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0A8902C85$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0E2D0DC4B$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC02131C05A$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC015980AEB$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC067433F6B$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0F300DE24$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0E0C50FCA$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0FC645961$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC054484F7B$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC004A436C5$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0DAD29856$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0BC63F8C0$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC08B1D5269$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC011F01833$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC03BFF1D95$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC02E74AFA5$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0092846B0$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC08E75294D$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0681D30FE$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC03D71E025$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC041DEF0FB$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0DF986F22$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC08CC68F11$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0ECFACED2$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0DF641DAA$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0861656EC$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC07375C073$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC006E22794$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0814068D9$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC06E5E0C83$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0F8D27FBC$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC01115AAD1$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0E1037D03$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC035953E6B$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC05992FDC8$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0545E2502$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC02AE206BE$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0E60FEE99$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC02F06FF62$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC039D075C6$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC05CCF815E$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SS087B53ABF$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC035134F18$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0CCF30377$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC08A98E7D4$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC02392F4AF$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0D870AE49$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0CA7B34A5$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC058845C44$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0BD4C290F$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC07E958BDE$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC05B2AA866$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC060984F83$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0A8902C85$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0E2D0DC4B$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC02131C05A$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC015980AEB$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC067433F6B$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0F300DE24$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0E0C50FCA$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0FC645961$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC054484F7B$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC004A436C5$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0DAD29856$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0BC63F8C0$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC08B1D5269$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC011F01833$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC03BFF1D95$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC02E74AFA5$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0092846B0$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC08E75294D$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0681D30FE$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC03D71E025$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC041DEF0FB$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0DF986F22$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC08CC68F11$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0ECFACED2$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0DF641DAA$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC07375C073$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0F4BC2909$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC006E22794$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0814068D9$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0F8D27FBC$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0E1037D03$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC035953E6B$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC05992FDC8$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0545E2502$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC02AE206BE$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC08BF895FC$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0E60FEE99$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC02F06FF62$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC039D075C6$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC05CCF815E$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC035134F18$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0CCF30377$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC08A98E7D4$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC02392F4AF$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0D870AE49$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0CA7B34A5$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC058845C44$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC07E958BDE$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC05B2AA866$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC060984F83$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0A8902C85$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0E2D0DC4B$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC02131C05A$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC015980AEB$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC067433F6B$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0F300DE24$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0E0C50FCA$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0FC645961$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC054484F7B$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC004A436C5$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0DAD29856$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0BC63F8C0$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC08B1D5269$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC011F01833$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC03BFF1D95$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC02E74AFA5$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0092846B0$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC08E75294D$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0681D30FE$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC03D71E025$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC041DEF0FB$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0DF986F22$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC08CC68F11$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC053BBE2B1$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0ECFACED2$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0DF641DAA$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0861656EC$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC07375C073$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0F4BC2909$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC006E22794$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0814068D9$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0F8D27FBC$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC008F4294F$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0F8101D41$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC035953E6B$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC05992FDC8$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0545E2502$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0672FBD31$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0F516B854$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC02AE206BE$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC08BF895FC$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0E60FEE99$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC02F06FF62$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0A199B69E$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC039D075C6$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC04936738A$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC05CCF815E$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC035134F18$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0CCF30377$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC08A98E7D4$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0D870AE49$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC03C093767$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0CA7B34A5$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0847A64D2$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC058845C44$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0BD4C290FAcinar cells,0,0,0,0,0,0,1
CPI-SC02131C05AAcinar cells,0,0,0,0,0,0,1
CPI-SC015980AEBAcinar cells,0,0,0,0,0,0,1
CPI-SC067433F6BAcinar cells,0,0,0,0,0,0,1
CPI-SC0F300DE24Acinar cells,0,0,0,0,0,0,1
CPI-SC0E0C50FCAAcinar cells,0,0,0,0,0,0,1
CPI-SC0FC645961Acinar cells,0,0,0,0,0,0,1
CPI-SC054484F7BAcinar cells,0,0,0,0,0,0,1
CPI-SC004A436C5Acinar cells,0,0,0,0,0,0,1
CPI-SC0DAD29856Acinar cells,0,0,0,0,0,0,1
CPI-SC0BC63F8C0Acinar cells,0,0,0,0,0,0,1
CPI-SC08B1D5269Acinar cells,0,0,0,0,0,0,1
CPI-SC011F01833Acinar cells,0,0,0,0,0,0,1
CPI-SC08E75294DAcinar cells,0,0,0,0,0,0,1
CPI-SC041DEF0FBAcinar cells,0,0,0,0,0,0,1
CPI-SC07375C073Acinar cells,0,0,0,0,0,0,1
CPI-SC0F4BC2909Acinar cells,0,0,0,0,0,0,1
CPI-SC006E22794Acinar cells,0,0,0,0,0,0,1
CPI-SC0F8D27FBCAcinar cells,0,0,0,0,0,0,1
CPI-SC008F4294FAcinar cells,0,0,0,0,0,0,1
CPI-SC0F8101D41Acinar cells,0,0,0,0,0,0,1
CPI-SC035953E6BAcinar cells,0,0,0,0,0,0,1
CPI-SC05992FDC8Acinar cells,0,0,0,0,0,0,1
CPI-SC0545E2502Acinar cells,0,0,0,0,0,0,1
CPI-SC0672FBD31Acinar cells,0,0,0,0,0,0,1
CPI-SC02AE206BEAcinar cells,0,0,0,0,0,0,1
CPI-SC08BF895FCAcinar cells,0,0,0,0,0,0,1
CPI-SC02F06FF62Acinar cells,0,0,0,0,0,0,1
CPI-SS087B53ABFAcinar cells,0,0,0,0,0,0,1
CPI-SC07E958BDEDuctal cells,0,0,0,0,0,0,1
CPI-SC05B2AA866Ductal cells,0,0,0,0,0,0,1
CPI-SC060984F83Ductal cells,0,0,0,0,0,0,1
CPI-SC0A8902C85Ductal cells,0,0,0,0,0,0,1
CPI-SC0E2D0DC4BDuctal cells,0,0,0,0,0,0,1
CPI-SC02131C05ADuctal cells,0,0,0,0,0,0,1
CPI-SC015980AEBDuctal cells,0,0,0,0,0,0,1
CPI-SC067433F6BDuctal cells,0,0,0,0,0,0,1
CPI-SC0F300DE24Ductal cells,0,0,0,0,0,0,1
CPI-SC0E0C50FCADuctal cells,0,0,0,0,0,0,1
CPI-SC0FC645961Ductal cells,0,0,0,0,0,0,1
CPI-SC054484F7BDuctal cells,0,0,0,0,0,0,1
CPI-SC004A436C5Ductal cells,0,0,0,0,0,0,1
CPI-SC0DAD29856Ductal cells,0,0,0,0,0,0,1
CPI-SC0BC63F8C0Ductal cells,0,0,0,0,0,0,1
CPI-SC08B1D5269Ductal cells,0,0,0,0,0,0,1
CPI-SC011F01833Ductal cells,0,0,0,0,0,0,1
CPI-SC03BFF1D95Ductal cells,0,0,0,0,0,0,1
CPI-SC02E74AFA5Ductal cells,0,0,0,0,0,0,1
CPI-SC0092846B0Ductal cells,0,0,0,0,0,0,1
CPI-SC08E75294DDuctal cells,0,0,0,0,0,0,1
CPI-SC0681D30FEDuctal cells,0,0,0,0,0,0,1
CPI-SC03D71E025Ductal cells,0,0,0,0,0,0,1
CPI-SC041DEF0FBDuctal cells,0,0,0,0,0,0,1
CPI-SC0DF986F22Ductal cells,0,0,0,0,0,0,1
CPI-SC08CC68F11Ductal cells,0,0,0,0,0,0,1
CPI-SC053BBE2B1Ductal cells,0,0,0,0,0,0,1
CPI-SC0ECFACED2Ductal cells,0,0,0,0,0,0,1
CPI-SC0DF641DAADuctal cells,0,0,0,0,0,0,1
CPI-SC0861656ECDuctal cells,0,0,0,0,0,0,1
CPI-SC07375C073Ductal cells,0,0,0,0,0,0,1
CPI-SC0F4BC2909Ductal cells,0,0,0,0,0,0,1
CPI-SC006E22794Ductal cells,0,0,0,0,0,0,1
CPI-SC0F8D27FBCDuctal cells,0,0,0,0,0,0,1
CPI-SC0F73E9099Ductal cells,0,0,0,0,0,0,1
CPI-SC0E1037D03Ductal cells,0,0,0,0,0,0,1
CPI-SC008F4294FDuctal cells,0,0,0,0,0,0,1
CPI-SC0F8101D41Ductal cells,0,0,0,0,0,0,1
CPI-SC035953E6BDuctal cells,0,0,0,0,0,0,1
CPI-SC05992FDC8Ductal cells,0,0,0,0,0,0,1
CPI-SC0545E2502Ductal cells,0,0,0,0,0,0,1
CPI-SC0672FBD31Ductal cells,0,0,0,0,0,0,1
CPI-SC0F516B854Ductal cells,0,0,0,0,0,0,1
CPI-SC02AE206BEDuctal cells,0,0,0,0,0,0,1
CPI-SC08BF895FCDuctal cells,0,0,0,0,0,0,1
CPI-SC02F06FF62Ductal cells,0,0,0,0,0,0,1
CPI-SC0725E3A76Ductal cells,0,0,0,0,0,0,1
CPI-SC0A199B69EDuctal cells,0,0,0,0,0,0,1
CPI-SC070D5A96FDuctal cells,0,0,0,0,0,0,1
CPI-SS0F9D53834Ductal cells,0,0,0,0,0,0,1
CPI-SC0BD4C290FPP cells,0,0,0,0,0,0,1
CPI-SC07E958BDEPP cells,0,0,0,0,0,0,1
CPI-SC05B2AA866PP cells,0,0,0,0,0,0,1
CPI-SC060984F83PP cells,0,0,0,0,0,0,1
CPI-SC0A8902C85PP cells,0,0,0,0,0,0,1
CPI-SC0E2D0DC4BPP cells,0,0,0,0,0,0,1
CPI-SC02131C05APP cells,0,0,0,0,0,0,1
CPI-SC015980AEBPP cells,0,0,0,0,0,0,1
CPI-SC067433F6BPP cells,0,0,0,0,0,0,1
CPI-SC0F300DE24PP cells,0,0,0,0,0,0,1
CPI-SC0E0C50FCAPP cells,0,0,0,0,0,0,1
CPI-SC0FC645961PP cells,0,0,0,0,0,0,1
CPI-SC054484F7BPP cells,0,0,0,0,0,0,1
CPI-SC004A436C5PP cells,0,0,0,0,0,0,1
CPI-SC0DAD29856PP cells,0,0,0,0,0,0,1
CPI-SC0BC63F8C0PP cells,0,0,0,0,0,0,1
CPI-SC08B1D5269PP cells,0,0,0,0,0,0,1
CPI-SC011F01833PP cells,0,0,0,0,0,0,1
CPI-SC03BFF1D95PP cells,0,0,0,0,0,0,1
CPI-SC02E74AFA5PP cells,0,0,0,0,0,0,1
CPI-SC0092846B0PP cells,0,0,0,0,0,0,1
CPI-SC08E75294DPP cells,0,0,0,0,0,0,1
CPI-SC0681D30FEPP cells,0,0,0,0,0,0,1
CPI-SC03D71E025PP cells,0,0,0,0,0,0,1
CPI-SC041DEF0FBPP cells,0,0,0,0,0,0,1
CPI-SC0DF986F22PP cells,0,0,0,0,0,0,1
CPI-SC08CC68F11PP cells,0,0,0,0,0,0,1
CPI-SC0ECFACED2PP cells,0,0,0,0,0,0,1
CPI-SC0DF641DAAPP cells,0,0,0,0,0,0,1
CPI-SC0861656ECPP cells,0,0,0,0,0,0,1
CPI-SC07375C073PP cells,0,0,0,0,0,0,1
CPI-SC0E1037D03PP cells,0,0,0,0,0,0,1
CPI-SC008F4294FPP cells,0,0,0,0,0,0,1
CPI-SC0F8101D41PP cells,0,0,0,0,0,0,1
CPI-SC0F516B854PP cells,0,0,0,0,0,0,1
CPI-SC0E60FEE99PP cells,0,0,0,0,0,0,1
CPI-SC0A199B69EPP cells,0,0,0,0,0,0,1
CPI-SC0BD4C290FStellate cells,0,0,0,0,0,0,1
CPI-SC07E958BDEStellate cells,0,0,0,0,0,0,1
CPI-SC05B2AA866Stellate cells,0,0,0,0,0,0,1
CPI-SC060984F83Stellate cells,0,0,0,0,0,0,1
CPI-SC0A8902C85Stellate cells,0,0,0,0,0,0,1
CPI-SC0E2D0DC4BStellate cells,0,0,0,0,0,0,1
CPI-SC02131C05AStellate cells,0,0,0,0,0,0,1
CPI-SC015980AEBStellate cells,0,0,0,0,0,0,1
CPI-SC067433F6BStellate cells,0,0,0,0,0,0,1
CPI-SC0F300DE24Stellate cells,0,0,0,0,0,0,1
CPI-SC0E0C50FCAStellate cells,0,0,0,0,0,0,1
CPI-SC0FC645961Stellate cells,0,0,0,0,0,0,1
CPI-SC054484F7BStellate cells,0,0,0,0,0,0,1
CPI-SC004A436C5Stellate cells,0,0,0,0,0,0,1
CPI-SC0DAD29856Stellate cells,0,0,0,0,0,0,1
CPI-SC0BC63F8C0Stellate cells,0,0,0,0,0,0,1
CPI-SC08B1D5269Stellate cells,0,0,0,0,0,0,1
CPI-SC0E60FEE99Stellate cells,0,0,0,0,0,0,1
